que_id,que_q,que_a
852,考生是否可以修改系统中已采集的报名照片,考生的报名照片原则上不予更换，如由于照片头像模糊、本人整容以及服刑人员刑满释放后等情况，确需更换照片的，须到当地市考办现场办理，提供本人与有效身份证件相同的规格为宽480像素*高640像素，分辨率300dpi，24位真彩色的电子相片。
853,为什么自考生没有学籍档案？,根据教育部有关规定，高等教育自学考试应考者取得一门课程的单科合格证书后，省考委即应为其建立考籍管理档案。
854,自考生有学籍吗,根据教育部有关规定，高等教育自学考试应考者取得一门课程的单科合格证书后，省考委即应为其建立考籍管理档案。
855,自考生需要学籍档案吗,根据教育部有关规定，高等教育自学考试应考者取得一门课程的单科合格证书后，省考委即应为其建立考籍管理档案。
856,自考生的学籍档案,根据教育部有关规定，高等教育自学考试应考者取得一门课程的单科合格证书后，省考委即应为其建立考籍管理档案。
857,自考生什么时候能有学籍,根据教育部有关规定，高等教育自学考试应考者取得一门课程的单科合格证书后，省考委即应为其建立考籍管理档案。
858,自考学籍,根据教育部有关规定，高等教育自学考试应考者取得一门课程的单科合格证书后，省考委即应为其建立考籍管理档案。
859,自考档案,根据教育部有关规定，高等教育自学考试应考者取得一门课程的单科合格证书后，省考委即应为其建立考籍管理档案。
860,自考没有学籍怎么办,根据教育部有关规定，高等教育自学考试应考者取得一门课程的单科合格证书后，省考委即应为其建立考籍管理档案。
861,自考生为何没有学籍档案,根据教育部有关规定，高等教育自学考试应考者取得一门课程的单科合格证书后，省考委即应为其建立考籍管理档案。
862,自考生没有学籍档案的原因是什么,根据教育部有关规定，高等教育自学考试应考者取得一门课程的单科合格证书后，省考委即应为其建立考籍管理档案。
863,自考学生为何没有像其他学生那样的学籍档案,根据教育部有关规定，高等教育自学考试应考者取得一门课程的单科合格证书后，省考委即应为其建立考籍管理档案。
864,自考如何更换报名的主考院校？,自考无需更换报名的主考院校。可根据自身实际情况选择主考院校做实践考核和毕业论文，毕业时选择该学校作为毕业学校（承办主考学校）。
865,自考能换报名的主考院校吗,自考无需更换报名的主考院校。可根据自身实际情况选择主考院校做实践考核和毕业论文，毕业时选择该学校作为毕业学校（承办主考学校）。
866,怎么换主考院校,自考无需更换报名的主考院校。可根据自身实际情况选择主考院校做实践考核和毕业论文，毕业时选择该学校作为毕业学校（承办主考学校）。
867,自考报名的主考院校能换吗,自考无需更换报名的主考院校。可根据自身实际情况选择主考院校做实践考核和毕业论文，毕业时选择该学校作为毕业学校（承办主考学校）。
868,自考换院校有什么影响,自考无需更换报名的主考院校。可根据自身实际情况选择主考院校做实践考核和毕业论文，毕业时选择该学校作为毕业学校（承办主考学校）。
869,自考怎么换主考院校,自考无需更换报名的主考院校。可根据自身实际情况选择主考院校做实践考核和毕业论文，毕业时选择该学校作为毕业学校（承办主考学校）。
870,自考的主考院校需要换吗,自考无需更换报名的主考院校。可根据自身实际情况选择主考院校做实践考核和毕业论文，毕业时选择该学校作为毕业学校（承办主考学校）。
871,换自考的主考院校需要什么材料,自考无需更换报名的主考院校。可根据自身实际情况选择主考院校做实践考核和毕业论文，毕业时选择该学校作为毕业学校（承办主考学校）。
872,换自考的主考院校有什么要求吗,自考无需更换报名的主考院校。可根据自身实际情况选择主考院校做实践考核和毕业论文，毕业时选择该学校作为毕业学校（承办主考学校）。
873,更换自考主考院校,自考无需更换报名的主考院校。可根据自身实际情况选择主考院校做实践考核和毕业论文，毕业时选择该学校作为毕业学校（承办主考学校）。
874,自考报名后，如何修改主考院校的选择,自考无需更换报名的主考院校。可根据自身实际情况选择主考院校做实践考核和毕业论文，毕业时选择该学校作为毕业学校（承办主考学校）。
875,如果我想更换自考报名的主考院校，应该怎么做,自考无需更换报名的主考院校。可根据自身实际情况选择主考院校做实践考核和毕业论文，毕业时选择该学校作为毕业学校（承办主考学校）。
876,如何更改原先报名的主考院校,自考无需更换报名的主考院校。可根据自身实际情况选择主考院校做实践考核和毕业论文，毕业时选择该学校作为毕业学校（承办主考学校）。
877,2002年之前的自考毕业证书如何进行学历认证？,2002年之前的自学考试毕业生，如需进行学历认证，可登录中国高等教育学生信息网(学信网)（[https://www.chsi.com.cn/]），按照相关指引办理认证手续。
878,2002年之前的自考怎么进行学历认证,2002年之前的自学考试毕业生，如需进行学历认证，可登录中国高等教育学生信息网(学信网)（[https://www.chsi.com.cn/]），按照相关指引办理认证手续。
879,2002年之前的自考学历认证,2002年之前的自学考试毕业生，如需进行学历认证，可登录中国高等教育学生信息网(学信网)（[https://www.chsi.com.cn/]），按照相关指引办理认证手续。
880,2002年之前的自考从哪进行学历认证,2002年之前的自学考试毕业生，如需进行学历认证，可登录中国高等教育学生信息网(学信网)（[https://www.chsi.com.cn/]），按照相关指引办理认证手续。
